30	0.277605	0	0.320787	0	0	0.48796	0.13941	0.000015	0.400822	0.034864
31	0.16888	0	0.239971	0	0	0.369583	0.013941	0.000002	0.280672	0.003486
32	0.058469	0	0.185906	0	0	0.276929	0.001394	0	0.208046	0.000349
33	0	0	0.076362	0	0	0.213599	0.000139	0	0.160234	0.000035
34	0	0	0.007567	0	0	0.097722	0.000014	0	0.073295	0.000003
35	0	0	0.00075	0	0	0.017339	0.000001	0	0.013004	0
36	0	0	0.000074	0	0	0.002484	0	0	0.001863	0
37	0	0	0.000007	0	0	0.000323	0	0	0.000242	0
38	0	0	0.000001	0	0	0.00004	0	0	0.00003	0
39	0	0	0	0	0	0.000005	0	0	0.000004	0
40	0	0	0	0	0	0.000001	0	0	0	0
41	0	0	0	0	0	0	0	0	0	0
42	0	0	0	0	0	0	0	0	0	0
43	0	0	0	0	0	0	0	0	0	0
44	0	0	0	0	0	0	0	0	0	0
45	0	0	0	0	0	0	0	0	0	0
46	0	0	0	0	0	0	0	0	0	0
47	0	0	0	0	0	0	0	0	0	0
48	0	0	0	0	0	0	0	0	0	0
49	0	0	0	0	0	0	0	0	0	0
50	0	0	0	0	0	0	0	0	0	0
51	0	0	0	0	0	0	0	0	0	0
52	0	0	0	0	0	0	0	0	0	0
53	0	0	0	0	0	0	0	0	0	0
54	0	0	0	0	0	0	0	0	0	0
55	0	0	0	0	0	0	0	0	0	0
56	0	0	0	0	0	0	0	0	0	0
57	0	0	0	0	0	0	0	0	0	0
58	0	0	0	0	0	0	0	0	0	0
59	0	0	0	0	0	0	0	0	0	0
60	0	0	0	0	0	0	0	0	0	0
61	0	0.006361	0	0	0	0	0	0	0	0
62	0	0.117185	0	0.002773	0.006361	0	0	0	0	0
63	0	0.226839	0	0.05137	0.117821	0	0.002773	0.006361	0.000693	0.005464
64	0.006361	0.334225	0	0.10123	0.237234	0	0.051647	0.118458	0.012912	0.101755
65	0.117185	0.438272	0	0.102265	0.332125	0	0.106394	0.24908	0.026599	0.213408
66	0.226839	0.537941	0	0.146443	0.418288	0	0.112904	0.357033	0.028226	0.296001
67	0.334225	0.632234	0	0.204244	0.523317	0	0.157733	0.453991	0.039433	0.379927
68	0.438272	0.72021	0.026865	0.265789	0.605699	0	0.220017	0.568716	0.055004	0.481542
69	0.537941	0.80099	0.046592	0.314366	0.670771	0.026865	0.287791	0.662571	0.092097	0.568876
70	0.632234	0.873767	0.067419	0.352654	0.710739	0.049279	0.343145	0.737028	0.122745	0.638558
71	0.72021	0.937813	0.098889	0.394521	0.748629	0.072347	0.386968	0.784442	0.151002	0.685073
72	0.80099	0.992489	0.144394	0.441619	0.783019	0.106124	0.433218	0.827073	0.187897	0.728609
73	0.873767	1.037249	0.185284	0.477131	0.801121	0.155006	0.48494	0.865726	0.23749	0.770529
74	0.937813	1.071645	0.216962	0.496119	0.797388	0.200785	0.525625	0.887693	0.281995	0.797176
75	0.992489	1.095333	0.25285	0.51313	0.788178	0.237041	0.548682	0.886157	0.314951	0.801788
76	1.037249	1.108077	0.300355	0.535996	0.781289	0.276554	0.567998	0.876794	0.349415	0.799595
77	1.071645	1.109749	0.344888	0.551117	0.763929	0.328011	0.592796	0.868969	0.394207	0.799926
78	1.095333	1.100333	0.375251	0.548028	0.725739	0.377689	0.610397	0.850826	0.435866	0.790719
79	1.108077	1.079923	0.402246	0.538451	0.678864	0.41302	0.609068	0.810821	0.462032	0.760383
80	1.109749	1.048723	0.438357	0.535648	0.636766	0.443548	0.599358	0.759946	0.482501	0.719799
81	1.100333	1.007044	0.473933	0.530783	0.590946	0.482711	0.595584	0.71276	0.51093	0.683466
82	1.079923	0.955303	0.493554	0.509159	0.526991	0.522204	0.590342	0.662222	0.539238	0.644252
83	1.048723	0.894017	0.502997	0.477237	0.45173	0.545775	0.568194	0.593213	0.551379	0.586958
84	1.007044	0.823799	0.518319	0.451687	0.382206	0.557574	0.534057	0.511051	0.551695	0.516802
85	0.955303	0.745349	0.536322	0.429898	0.316204	0.574077	0.505093	0.433311	0.556831	0.451257
86	0.894017	0.659452	0.539733	0.395131	0.237385	0.59373	0.480407	0.359535	0.565399	0.389753
87	0.823799	0.566966	0.52802	0.347308	0.146122	0.599106	0.443172	0.273338	0.560123	0.315797
88	0.745349	0.468815	0.518346	0.303961	0.060439	0.58793	0.391625	0.173456	0.538854	0.227998
89	0.659452	0.36598	0.514643	0.269372	0	0.577139	0.343124	0.077785	0.518635	0.144119
90	0.566966	0.259488	0.500462	0.227399	0	0.572357	0.303685	0.007778	0.505189	0.081755
91	0.468815	0.150403	0.461281	0.163684	0	0.557698	0.257768	0.000778	0.482715	0.065025
92	0.36598	0.039816	0.38567	0.066725	0	0.517051	0.189461	0.000078	0.435153	0.047424
93	0.259488	0	0.309777	0	0	0.437375	0.085672	0.000008	0.349449	0.021424
94	0.150403	0	0.247626	0	0	0.353515	0.008567	0.000001	0.267278	0.002142
95	0.039816	0	0.170882	0	0	0.282977	0.000857	0	0.212447	0.000214
96	0	0	0.056476	0	0	0.19918	0.000086	0	0.149406	0.000021
97	0	0	0.005605	0	0	0.076393	0.000009	0	0.057297	0.000002
98	0	0	0.000556	0	0	0.013244	0.000001	0	0.009933	0
99	0	0	0.000055	0	0	0.001881	0	0	0.00141	0
100	0	0	0.000005	0	0	0.000243	0	0	0.000182	0
