0	0	0	0	0	0	0	0	0	0	0
1	0	0.29552	0	0	0	0	0	0	0	0
2	0.099833	0.41897	0	0.14776	0.29552	0	0	0	0	0
3	0.208653	0.521323	0.099833	0.276024	0.448522	0	0.14776	0.29552	0.03694	0.25858
4	0.316385	0.616775	0	0.249763	0.492295	0.099833	0.2908	0.478074	0.147575	0.431256
5	0.421057	0.705895	0	0.209743	0.470688	0.009983	0.278843	0.540102	0.077198	0.474787
6	0.521531	0.787946	0.004749	0.317809	0.608551	0.000998	0.237627	0.524698	0.060156	0.45293
7	0.616796	0.862121	0.140844	0.433343	0.729488	0.004849	0.341572	0.661021	0.08903	0.581158
8	0.705897	0.927683	0.129584	0.460344	0.76186	0.141329	0.4675	0.79559	0.222871	0.713567
9	0.787946	0.983976	0.087311	0.404727	0.699455	0.143717	0.507094	0.841419	0.234561	0.757838
10	0.862121	1.030437	0.122421	0.44328	0.728516	0.101682	0.455437	0.783597	0.190121	0.701557
11	0.927683	1.066602	0.254847	0.555947	0.824729	0.132589	0.488824	0.806876	0.221648	0.727363
12	0.983976	1.09211	0.305318	0.589212	0.838368	0.268106	0.60483	0.905416	0.352287	0.83027
13	1.030437	1.106706	0.259384	0.514563	0.739479	0.332128	0.649695	0.92891	0.41152	0.859106
14	1.066602	1.110244	0.267073	0.492214	0.689742	0.292597	0.579532	0.83237	0.364331	0.769161
15	1.09211	1.102689	0.387358	0.576474	0.743154	0.296332	0.550167	0.772979	0.359791	0.717276
16	1.106706	1.084117	0.469273	0.620639	0.753755	0.416991	0.631491	0.820452	0.470616	0.773211
17	1.110244	1.054712	0.427662	0.538388	0.635251	0.510972	0.683788	0.8358	0.554176	0.797797
18	1.102689	1.014769	0.393216	0.462395	0.520857	0.478759	0.606767	0.718831	0.510761	0.690815
19	1.084117	0.964686	0.479212	0.505851	0.524091	0.441092	0.523072	0.59274	0.461587	0.575323
20	1.054712	0.904965	0.574132	0.558439	0.535013	0.523321	0.558159	0.583365	0.53203	0.577064
21	1.014769	0.836202	0.541363	0.483931	0.417726	0.626464	0.614255	0.59335	0.623412	0.598576
22	0.964686	0.759083	0.465102	0.367099	0.257615	0.604009	0.545357	0.477061	0.589346	0.494135
23	0.904965	0.67438	0.499987	0.362843	0.210162	0.525503	0.421634	0.305321	0.499536	0.334399
24	0.836202	0.582939	0.591486	0.417347	0.221828	0.552538	0.405006	0.240694	0.515655	0.281772
25	0.759083	0.485674	0.5725	0.364112	0.12635	0.64674	0.457848	0.245897	0.599517	0.298885
26	0.67438	0.383556	0.464461	0.224664	0	0.637174	0.409896	0.15094	0.580355	0.215679
27	0.582939	0.277605	0.440408	0.171861	0	0.528178	0.265653	0.015094	0.462547	0.077734
28	0.485674	0.16888	0.486607	0.192417	0	0.493226	0.198426	0.001509	0.419526	0.050739
29	0.383556	0.058469	0.434367	0.118184	0	0.535929	0.21226	0.000151	0.455012	0.053178
