0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.01	0.039989	0.069943	0	0	0	0	0	0	0	0	0	0	0	0
0.039989	0.099833	0.159318	0	0	0	0	0	0	0	0	0	0	0	0
0.089879	0.17903	0.266731	0	0	0	0	0	0	0	0	0	0	0	0
0.159318	0.276356	0.389418	0	0	0	0	0	0	0	0	0	0	0	0
0.247404	0.389418	0.522687	0	0	0	0	0	0	0	0	0	0	0	0
0.352274	0.514136	0.659385	0	0	0	0	0	0	0	0	0	0	0	0
0.470626	0.644218	0.789504	0	0	0	0	0	0	0	0	0	0	0	0
0.597195	0.770739	0.9001	0	0	0	0	0	0	0	0	0	0	0	0
0.724287	0.881958	0.975723	0	0	0	0	0	0	0	0	0	0	0	0
0.841471	0.963558	0.999574	0	0	0	0	0	0	0	0	0	0	0	0
0.935616	0.999526	0.955572	0	0	0	0	0	0	0	0	0	0	0	0
0.991458	0.973848	0.831383	0	0	0	0	0	0	0	0	0	0	0	0
0.992904	0.873133	0.622234	0	0	0	0	0	0	0	0	0	0	0	0
0.925212	0.690075	0.334988	0	0	0	0	0	0	0	0	0	0	0	0
0.778073	0.42738	0	0	0	0	0	0	0	0	0	0	0	0	0
0.549355	0.101418	0	0	0	0	0	0	0	0	0	0	0	0	0
0.248947	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.37724	0	0	0	0	0	0	0	0	0	0	0	0
0	0.195547	0.793668	0	0	0	0	0	0	0	0	0	0	0	0
0	0.656987	0.994599	0	0	0	0	0	0	0	0	0	0	0	0
0.458951	0.951111	0.893364	0	0	0	0	0	0	0	0	0	0	0	0
0.845133	0.96989	0.492342	0	0	0	0	0	0	0	0	0	0	0	0
0.999902	0.677809	0	0	0	0	0	0	0	0	0	0	0	0	0
0.849363	0.144273	0	0	0	0	0	0	0	0	0	0	0	0	0
0.412118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.298986	0	0	0	0	0	0	0	0	0	0	0	0
0	0.013629	0.859162	0	0	0	0	0	0	0	0	0	0	0	0
0	0.66957	0.977436	0	0	0	0	0	0	0	0	0	0	0	0
0.383543	0.995283	0.554667	0	0	0	0	0	0	0	0	0	0	0	0
0.901676	0.788252	0	0	0	0	0	0	0	0	0	0	0	0	0
0.954495	0.127614	0	0	0	0	0	0	0	0	0	0	0	0	0
0.477637	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.408166	0	0	0	0	0	0	0	0	0	0	0	0
0	0.050423	0.966299	0	0	0	0	0	0	0	0	0	0	0	0
0	0.801885	0.796297	0	0	0	0	0	0	0	0	0	0	0	0
0.488565	0.96648	0	0	0	0	0	0	0	0	0	0	0	0	0
0.985525	0.38125	0	0	0	0	0	0	0	0	0	0	0	0	0
0.738706	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.708421	0	0	0	0	0	0	0	0	0	0	0	0
0	0.340321	0.969782	0	0	0	0	0	0	0	0	0	0	0	0
0	0.979358	0.270906	0	0	0	0	0	0	0	0	0	0	0	0
0.768989	0.670093	0	0	0	0	0	0	0	0	0	0	0	0	0
0.943928	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.183292	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.832759	0	0	0	0	0	0	0	0	0	0	0	0
0	0.465388	0.84551	0	0	0	0	0	0	0	0	0	0	0	0
0	0.998581	0	0	0	0	0	0	0	0	0	0	0	0	0
0.879149	0.349951	0	0	0	0	0	0	0	0	0	0	0	0	0
0.794096	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.605893	0	0	0	0	0	0	0	0	0	0	0	0
0	0.100717	0.946013	0	0	0	0	0	0	0	0	0	0	0	0
0	0.973687	0	0	0	0	0	0	0	0	0	0	0	0	0
0.674944	0.51474	0	0	0	0	0	0	0	0	0	0	0	0	0
0.913051	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.729577	0	0	0	0	0	0	0	0	0	0	0	0
0	0.215987	0.827078	0	0	0	0	0	0	0	0	0	0	0	0
0	0.999914	0	0	0	0	0	0	0	0	0	0	0	0	0
0.788092	0.222024	0	0	0	0	0	0	0	0	0	0	0	0	0
0.773211	0	0.054491	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.99628	0	0	0	0	0	0	0	0	0	0	0	0
